Name,Rarity,Class,Type,Global release,Japan release,Global EZA release,Japan EZA release,Global EZA,Japan EZA,HP 55%,ATK 55%,DEF 55%,HP 100%,ATK 100%,DEF 100%,HP 55% EZA,ATK 55% EZA,DEF 55% EZA,HP 100% EZA,ATK 100% EZA,DEF 100% EZA,Categories,ID,Url
Blazing Gale Paikuhan,UR,Super,AGL,2022-10-27,2022-10-27,2022-10-27,2022-10-27,Yes,Yes,11090,8695,6395,12650,10495,8435,14426,11223,8147,15986,13023,10187,"Worthy Rivals, Otherworld Warriors, Saviors, Battle of Wits, Storied Figures",12547,https://dbz-dokkanbattle.fandom.com/wiki/Blazing_Gale_Paikuhan
Boiling Power Super Saiyan Goku,UR,Super,AGL,2018-08-31,2018-08-31,2021-09-09,2021-09-09,Yes,Yes,12605,13978,7350,15205,16978,10750,16182,18019,9154,18782,21019,12554,"Realm of Gods, Super Saiyan 3, Pure Saiyans, Full Power, Transformation Boost, Goku's Family, Super Saiyans, Kamehameha (Category), Super Saiyan 2, Turtle School, Mastered Evolution, Legendary Existence, Bond of Friendship, Accelerated Battle, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters",11476,https://dbz-dokkanbattle.fandom.com/wiki/Boiling_Power_Super_Saiyan_Goku
Bombardment of Accumulated Rage Cyborg Tao,UR,Extreme,STR,2023-04-28,2023-04-28,2023-04-28,2023-04-28,Yes,Yes,10148,9524,5830,11948,11564,7390,13166,12332,7392,14966,14372,8952,"Resurrected Warriors, World Tournament, Siblings' Bond, Revenge, Earthlings, Sworn Enemies, Earth-Bred Fighters",12663,https://dbz-dokkanbattle.fandom.com/wiki/Bombardment_of_Accumulated_Rage_Cyborg_Tao
Bond Forged by Master and Disciple Ultimate Gohan & Piccolo,UR,Super,TEQ,2021-07-09,2021-01-30,na,na,No,No,12194,10591,6936,14794,13991,9936,na,na,na,na,na,na,"Universe Survival Saga, Representatives of Universe 7, Joined Forces, Kamehameha (Category), Bond of Master and Disciple, Battle of Wits, Powerful Comeback, Earth-Bred Fighters, Super Heroes",12135,https://dbz-dokkanbattle.fandom.com/wiki/Bond_Forged_by_Master_and_Disciple_Ultimate_Gohan_%26_Piccolo
Bonds Beyond Time Super Saiyan God SS Vegeta,UR,Super,TEQ,2017-05-17,2016-12-20,2019-03-25,2019-03-18,Yes,Yes,11297,10095,6393,13897,13495,9393,13922,12506,7507,16522,15906,10507,"Realm of Gods, Pure Saiyans, Future Saga, Time Travelers, Vegeta's Family, Siblings' Bond, Worthy Rivals, Bond of Master and Disciple, Gifted Warriors, Mastered Evolution, Battle of Fate, Power Beyond Super Saiyan, Bond of Parent and Child, Super Heroes",1971,https://dbz-dokkanbattle.fandom.com/wiki/Bonds_Beyond_Time_Super_Saiyan_God_SS_Vegeta
Boundless Divine Power Whirus,UR,Super,PHY,2022-02-22,2021-12-28,2022-02-22,2022-01-07,Yes,Yes,11377,10964,6887,14777,13964,9487,14540,13987,8536,17940,16987,11136,"Fusion, Realm of Gods, Crossover, Fused Fighters",12366,https://dbz-dokkanbattle.fandom.com/wiki/Boundless_Divine_Power_Whirus
Boundless Potential Super Saiyan 2 Caulifla,UR,Super,AGL,2018-05-15,2018-03-18,2020-12-15,2020-06-16,Yes,Yes,12251,9859,6398,14851,12859,9798,15708,12510,7882,18308,15510,11282,"Peppy Gals, Universe Survival Saga, Pure Saiyans, Full Power, Universe 6, Super Saiyan 2, Rapid Growth, Gifted Warriors, Mastered Evolution, Bond of Friendship, Power Beyond Super Saiyan",11341,https://dbz-dokkanbattle.fandom.com/wiki/Boundless_Potential_Super_Saiyan_2_Caulifla
Brains and Brawn Combined Super Saiyan Trunks (GT),UR,Super,STR,2017-07-07,2017-01-31,na,na,No,No,11227,10269,6398,14227,13669,8998,na,na,na,na,na,na,"Hybrid Saiyans, Shadow Dragon Saga, Vegeta's Family, Siblings' Bond, Super Saiyans, Battle of Wits, GT Heroes, Bond of Friendship, Bond of Parent and Child, Earth-Bred Fighters",11002,https://dbz-dokkanbattle.fandom.com/wiki/Brains_and_Brawn_Combined_Super_Saiyan_Trunks_(GT)
Brave Pair Gohan (Teen) & Videl,UR,Super,INT,2019-04-25,2018-11-22,2022-04-08,2021-12-28,Yes,Yes,8024,8843,5290,9824,10643,7090,10326,11421,6670,12126,13221,8470,"Majin Buu Saga, Joined Forces, Defenders of Justice, Bond of Parent and Child, Earth-Bred Fighters",11559,https://dbz-dokkanbattle.fandom.com/wiki/Brave_Pair_Gohan_(Teen)_%26_Videl
Breaking Limits for Triumph Super Full Power Saiyan 4 Limit Breaker Vegeta (Xeno),UR,Super,PHY,2022-11-22,2022-11-22,na,na,No,No,12810,10509,6731,16210,13509,9331,na,na,na,na,na,na,"Pure Saiyans, Full Power, Time Travelers, Vegeta's Family, Worthy Rivals, Dragon Ball Heroes, Giant Ape Power, Crossover, Gifted Warriors, Defenders of Justice, Power Beyond Super Saiyan, Bond of Parent and Child, Power of Wishes",12533,https://dbz-dokkanbattle.fandom.com/wiki/Breaking_Limits_for_Triumph_Super_Full_Power_Saiyan_4_Limit_Breaker_Vegeta_(Xeno)
Breaking Limits for Victory Super Full Power Saiyan 4 Limit Breaker Goku (Xeno),UR,Super,INT,2022-11-22,2022-11-22,na,na,No,No,11578,10756,7039,14578,13756,10039,na,na,na,na,na,na,"Pure Saiyans, Full Power, Time Travelers, Goku's Family, Kamehameha (Category), Dragon Ball Heroes, Giant Ape Power, Crossover, Turtle School, Defenders of Justice, Accelerated Battle, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters, Power of Wishes",12531,https://dbz-dokkanbattle.fandom.com/wiki/Breaking_Limits_for_Victory_Super_Full_Power_Saiyan_4_Limit_Breaker_Goku_(Xeno)
Breathless Struggle Android 18,UR,Extreme,INT,2017-08-01,2017-04-01,2020-04-10,2019-12-05,Yes,Yes,11907,9805,6826,14907,12805,9826,15263,12449,8461,18263,15449,11461,"Peppy Gals, Androids, Siblings' Bond, Androids-Cell Saga, Target: Goku, Battle of Wits",11049,https://dbz-dokkanbattle.fandom.com/wiki/Breathless_Struggle_Android_18
Brief Paternal Moment Majin Vegeta,UR,Extreme,INT,2022-03-18,2022-03-18,na,na,No,No,15075,12460,9513,18075,15460,12513,na,na,na,na,na,na,"Resurrected Warriors, Majin Buu Saga, Pure Saiyans, Vegeta's Family, Worthy Rivals, Super Saiyan 2, Final Trump Card, All-Out Struggle, Connected Hope, Corroded Body and Mind, Gifted Warriors, Power Beyond Super Saiyan, Bond of Parent and Child",12398,https://dbz-dokkanbattle.fandom.com/wiki/Brief_Paternal_Moment_Majin_Vegeta
Bright Hope Super Saiyan 2 Trunks (Teen),UR,Super,STR,2021-11-25,2021-11-25,na,na,No,No,12301,10347,7195,15301,13747,9795,na,na,na,na,na,na,"Hybrid Saiyans, Time Travelers, Vegeta's Family, Bond of Master and Disciple, Super Saiyan 2, Battle of Wits, Crossover, Entrusted Will, Power Beyond Super Saiyan, Earth-Bred Fighters",12339,https://dbz-dokkanbattle.fandom.com/wiki/Bright_Hope_Super_Saiyan_2_Trunks_(Teen)
Brilliant Beauty Android 18,UR,Extreme,STR,na,2023-08-17,na,na,No,No,9271,10344,7283,12271,13744,9883,na,na,na,na,na,na,"Peppy Gals, Androids, Siblings' Bond, Androids-Cell Saga, Target: Goku, Battle of Wits",12716,https://dbz-dokkanbattle.fandom.com/wiki/Brilliant_Beauty_Android_18
Brutal Berserker Super Saiyan 4 Broly,UR,Extreme,TEQ,2020-11-19,2020-11-19,na,na,No,No,15945,13446,7845,18545,16846,10845,na,na,na,na,na,na,"Pure Saiyans, Time Travelers, Dragon Ball Heroes, Giant Ape Power, Crossover, Power Beyond Super Saiyan",12067,https://dbz-dokkanbattle.fandom.com/wiki/Brutal_Berserker_Super_Saiyan_4_Broly
Brutal Bind Guldo,UR,Extreme,TEQ,2018-07-31,2018-02-21,2021-08-26,2021-08-26,Yes,Yes,8925,8478,3763,11325,10878,6163,11052,10475,4391,13452,12875,6791,"Planet Namek Saga, Ginyu Force, Dragon Ball Seekers, Terrifying Conquerors, Special Pose, Space-Traveling Warriors",11307,https://dbz-dokkanbattle.fandom.com/wiki/Brutal_Bind_Guldo
Brutal Intelligence and Power Baby,UR,Extreme,TEQ,na,2023-06-30,na,na,No,No,11886,9606,8322,14486,13006,11322,na,na,na,na,na,na,"Transformation Boost, Artificial Life Forms, Terrifying Conquerors, Target: Goku, Revenge, Inhuman Deeds, Space-Traveling Warriors, GT Bosses",12687,https://dbz-dokkanbattle.fandom.com/wiki/Brutal_Intelligence_and_Power_Baby
Brutal Power and Psychokinesis Recoome & Guldo,UR,Extreme,STR,2022-05-31,2022-03-03,na,na,No,No,10966,9197,9301,13966,12597,11901,na,na,na,na,na,na,"Planet Namek Saga, Ginyu Force, Dragon Ball Seekers, Joined Forces, Terrifying Conquerors, Special Pose, Space-Traveling Warriors",12375,https://dbz-dokkanbattle.fandom.com/wiki/Brutal_Power_and_Psychokinesis_Recoome_%26_Guldo
Burgeoning Strength Super Saiyan 3 Goku (Angel),UR,Super,PHY,2017-10-12,2017-03-17,2023-03-31,2022-12-05,Yes,Yes,11149,8671,5923,13189,10471,7483,14304,11040,7421,16344,12840,8981,"Resurrected Warriors, Majin Buu Saga, Super Saiyan 3, Pure Saiyans, Movie Heroes, Goku's Family, Otherworld Warriors, Turtle School, Mastered Evolution, Bond of Friendship, Accelerated Battle, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters",11025,https://dbz-dokkanbattle.fandom.com/wiki/Burgeoning_Strength_Super_Saiyan_3_Goku_(Angel)
Burning Hot Tenacity Super Saiyan Vegeta,UR,Super,TEQ,2019-04-03,2018-10-31,2022-09-09,2022-09-09,Yes,Yes,10533,10911,5868,13133,14311,8868,13411,13917,7173,16011,17317,10173,"Pure Saiyans, Movie Heroes, Vegeta's Family, Super Saiyans, Worthy Rivals, Powerful Comeback, Gifted Warriors, Mastered Evolution",11531,https://dbz-dokkanbattle.fandom.com/wiki/Burning_Hot_Tenacity_Super_Saiyan_Vegeta
Burning Soul Super Saiyan Bardock,UR,Super,INT,2017-05-03,2017-02-09,na,2023-08-11,No,Yes,10681,8670,6282,12481,10470,8082,13434,10839,7758,15234,12639,9558,"Resurrected Warriors, Pure Saiyans, Time Travelers, Goku's Family, Super Saiyans, Exploding Rage, Revenge, Crossover, Powerful Comeback, Storied Figures, Legendary Existence, Bond of Parent and Child",1714,https://dbz-dokkanbattle.fandom.com/wiki/Burning_Soul_Super_Saiyan_Bardock
Burning to the Last Super Saiyan Goku (Angel) (Super Kaioken),UR,Super,PHY,na,2017-07-14,na,na,No,No,10963,10371,6590,14363,13371,9190,na,na,na,na,na,na,"Pure Saiyans, Full Power, Goku's Family, Super Saiyans, Kamehameha (Category), Otherworld Warriors, Final Trump Card, Turtle School, Bond of Friendship, Accelerated Battle, Bond of Parent and Child, Earth-Bred Fighters",11066,https://dbz-dokkanbattle.fandom.com/wiki/Burning_to_the_Last_Super_Saiyan_Goku_(Angel)_(Super_Kaioken)
Burning Ultimate Warrior Jiren (Full Power),UR,Super,TEQ,2021-01-18,2020-07-16,na,na,No,No,10506,11663,6981,13106,15063,9981,na,na,na,na,na,na,"Universe Survival Saga, Realm of Gods, Full Power, Universe 11, Space-Traveling Warriors, Powerful Comeback, Defenders of Justice, Battle of Fate",11396,https://dbz-dokkanbattle.fandom.com/wiki/Burning_Ultimate_Warrior_Jiren_(Full_Power)
Burst of Fighting Spirit Piccolo,UR,Super,INT,2017-01-20,2016-10-27,na,na,No,No,11230,8892,8279,14230,11892,11279,na,na,na,na,na,na,"Namekians, Worthy Rivals, Bond of Master and Disciple, Battle of Wits, Gifted Warriors, Planetary Destruction, Saiyan Saga, Earth-Bred Fighters",1922,https://dbz-dokkanbattle.fandom.com/wiki/Burst_of_Fighting_Spirit_Piccolo
Captain's Ace in the Hole Captain Ginyu,UR,Extreme,AGL,2022-05-31,2022-03-03,na,na,No,No,16655,11423,7582,19255,14423,10982,na,na,na,na,na,na,"Planet Namek Saga, Ginyu Force, Dragon Ball Seekers, Terrifying Conquerors, Special Pose, Space-Traveling Warriors, Corroded Body and Mind",12377,https://dbz-dokkanbattle.fandom.com/wiki/Captain%27s_Ace_in_the_Hole_Captain_Ginyu
Captivating Dance Para Para Brothers,UR,Extreme,PHY,2022-04-02,2022-04-02,na,na,No,No,11729,6059,7668,13769,7859,9228,na,na,na,na,na,na,"Dragon Ball Seekers, Joined Forces, Special Pose",12411,https://dbz-dokkanbattle.fandom.com/wiki/Captivating_Dance_Para_Para_Brothers
Casual Refreshment Android 18,UR,Extreme,TEQ,2019-03-05,2018-11-15,2022-01-10,2021-08-12,Yes,Yes,9058,9299,5598,11658,12699,8598,11439,11761,6811,14039,15161,9811,"Peppy Gals, Androids, Siblings' Bond, Androids-Cell Saga, Target: Goku, Battle of Wits",11417,https://dbz-dokkanbattle.fandom.com/wiki/Casual_Refreshment_Android_18
Catastrophic Rage Frieza (Final Form),UR,Extreme,STR,2018-08-31,2018-08-31,na,na,No,No,10069,10874,6146,13069,14274,8746,na,na,na,na,na,na,"Planet Namek Saga, Transformation Boost, Wicked Bloodline, Terrifying Conquerors, Exploding Rage, Inhuman Deeds, Space-Traveling Warriors, Gifted Warriors, Planetary Destruction, Sworn Enemies, Accelerated Battle",11439,https://dbz-dokkanbattle.fandom.com/wiki/Catastrophic_Rage_Frieza_(Final_Form)
Caught Between Illness and Adversary Super Saiyan Goku,UR,Super,PHY,2022-03-01,2021-10-29,na,na,No,No,11377,11498,6220,14777,14498,8820,na,na,na,na,na,na,"Pure Saiyans, Goku's Family, Super Saiyans, Androids-Cell Saga, Turtle School, Bond of Friendship, Accelerated Battle, Bond of Parent and Child, Earth-Bred Fighters",12306,https://dbz-dokkanbattle.fandom.com/wiki/Caught_Between_Illness_and_Adversary_Super_Saiyan_Goku
Ceaseless Terror Perfect Cell,UR,Extreme,INT,2016-03-11,2015-11-01,2019-04-10,2018-11-06,Yes,Yes,11123,9732,7432,14123,12732,10432,13694,12110,8879,16694,15110,11879,"Resurrected Warriors, Full Power, Androids, Transformation Boost, Time Travelers, Artificial Life Forms, Androids-Cell Saga, Kamehameha (Category), Revenge, Miraculous Awakening, Planetary Destruction, Sworn Enemies, Accelerated Battle, Worldwide Chaos, Battle of Fate",1376,https://dbz-dokkanbattle.fandom.com/wiki/Ceaseless_Terror_Perfect_Cell
Chance of a Super Evolution Super Saiyan 2 Bardock,UR,Super,STR,2017-10-12,2017-03-17,2023-03-08,2022-11-04,Yes,Yes,11907,9956,6637,14907,13356,9237,15048,12479,8108,18048,15879,10708,"Resurrected Warriors, Pure Saiyans, Time Travelers, Goku's Family, Super Saiyan 2, Revenge, Crossover, Powerful Comeback, Storied Figures, Power Beyond Super Saiyan, Bond of Parent and Child",11032,https://dbz-dokkanbattle.fandom.com/wiki/Chance_of_a_Super_Evolution_Super_Saiyan_2_Bardock
Charming Dream Girls Dragon Ball Heroines,UR,Super,STR,2018-04-02,2018-04-01,na,na,No,No,na,na,na,na,na,na,na,na,na,na,na,na,,11378,https://dbz-dokkanbattle.fandom.com/wiki/Charming_Dream_Girls_Dragon_Ball_Heroines
Charming Girl's Dance Super Ribrianne,UR,Super,STR,2019-03-05,2018-11-15,2020-12-15,2020-07-03,Yes,Yes,10540,9609,5554,12340,11649,7114,13690,12445,7023,15490,14485,8583,"Peppy Gals, Universe Survival Saga, Transformation Boost, Special Pose, Space-Traveling Warriors, Power of Wishes",11542,https://dbz-dokkanbattle.fandom.com/wiki/Charming_Girl%27s_Dance_Super_Ribrianne
Cheerful Scouting Cheelai,UR,Extreme,INT,2022-10-17,2022-08-12,na,na,No,No,10672,9601,7518,13672,12601,10518,na,na,na,na,na,na,"Peppy Gals, Space-Traveling Warriors, Bond of Friendship",12475,https://dbz-dokkanbattle.fandom.com/wiki/Cheerful_Scouting_Cheelai
Clever Strategy Paikuhan,UR,Super,TEQ,2017-11-23,2017-04-28,2021-11-11,2021-07-13,Yes,Yes,11529,9805,7015,14129,13205,10015,14743,12438,8707,17343,15838,11707,"Worthy Rivals, Otherworld Warriors, Saviors, Battle of Wits, Storied Figures",11094,https://dbz-dokkanbattle.fandom.com/wiki/Clever_Strategy_Paikuhan
Clever Tactics Android 18,UR,Super,STR,2017-10-21,2017-06-13,2021-06-01,2021-03-04,Yes,Yes,10868,10333,6684,13868,13733,9284,13859,13144,8264,16859,16544,10864,"Peppy Gals, Majin Buu Saga, Androids, Movie Heroes, Siblings' Bond, Worthy Rivals, Battle of Wits",1807,https://dbz-dokkanbattle.fandom.com/wiki/Clever_Tactics_Android_18
Clutching Victory Super Saiyan 3 Goku,UR,Super,STR,2016-05-05,2015-12-31,2019-01-22,2018-10-11,Yes,Yes,10571,10123,6277,13571,13523,8877,13171,12542,7218,16171,15942,9818,"Majin Buu Saga, Super Saiyan 3, Pure Saiyans, Full Power, Movie Heroes, Goku's Family, Final Trump Card, Turtle School, Mastered Evolution, Bond of Friendship, Accelerated Battle, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters",1503,https://dbz-dokkanbattle.fandom.com/wiki/Clutching_Victory_Super_Saiyan_3_Goku
Cold-Hearted Warrior Raditz,UR,Extreme,TEQ,2020-03-18,2020-03-18,na,na,No,No,10654,11043,7142,13254,14443,10142,na,na,na,na,na,na,"Low-Class Warrior, Pure Saiyans, Goku's Family, Terrifying Conquerors, Space-Traveling Warriors, Saiyan Saga",11930,https://dbz-dokkanbattle.fandom.com/wiki/Cold-Hearted_Warrior_Raditz
Collision With Disaster Great Saiyaman (SS2),UR,Super,STR,2021-10-29,2021-04-09,na,na,No,No,9235,9295,6448,11035,11335,8008,na,na,na,na,na,na,"World Tournament, Hybrid Saiyans, Majin Buu Saga, Goku's Family, Siblings' Bond, Kamehameha (Category), Super Saiyan 2, Exploding Rage, Special Pose, Defenders of Justice, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters",12005,https://dbz-dokkanbattle.fandom.com/wiki/Collision_With_Disaster_Great_Saiyaman_(SS2)
Comrade in the Pursuit of Dreams Pinich,UR,Super,AGL,2022-02-08,2021-12-16,2022-02-22,2021-12-28,Yes,Yes,9060,8365,4684,10620,10165,6724,11903,10958,5937,13463,12758,7977,"Dragon Ball Seekers, Youth, Crossover",12370,https://dbz-dokkanbattle.fandom.com/wiki/Comrade_in_the_Pursuit_of_Dreams_Pinich
Concentrated Power Android 17,UR,Extreme,STR,2017-08-01,2017-04-01,2020-04-10,2019-12-05,Yes,Yes,11529,10031,6731,14529,13431,9331,14757,12752,8334,17757,16152,10934,"Androids, Siblings' Bond, Androids-Cell Saga, Target: Goku",11048,https://dbz-dokkanbattle.fandom.com/wiki/Concentrated_Power_Android_17
Concentrated Spirit Super Saiyan Goku,UR,Super,STR,2019-08-23,2019-03-15,na,na,No,No,10659,9184,5902,12459,11224,7462,na,na,na,na,na,na,"Pure Saiyans, Goku's Family, Super Saiyans, Bond of Master and Disciple, Turtle School, Bond of Friendship, Accelerated Battle, Bond of Parent and Child, Earth-Bred Fighters, Super Heroes",11565,https://dbz-dokkanbattle.fandom.com/wiki/Concentrated_Spirit_Super_Saiyan_Goku
Confidence-Imbuing Moment Super Saiyan Trunks (GT),UR,Super,AGL,2019-07-09,2019-01-30,na,na,No,No,11435,9918,6920,14035,12918,10320,na,na,na,na,na,na,"Hybrid Saiyans, Dragon Ball Seekers, Vegeta's Family, Siblings' Bond, Super Saiyans, Battle of Wits, Space-Traveling Warriors, GT Heroes, Bond of Friendship, Bond of Parent and Child, Earth-Bred Fighters",11644,https://dbz-dokkanbattle.fandom.com/wiki/Confidence-Imbuing_Moment_Super_Saiyan_Trunks_(GT)
Confident of Victory Super Trunks,UR,Super,STR,2017-05-25,2016-12-28,2022-01-17,2021-08-05,Yes,Yes,10010,10646,6347,13010,14046,8947,12550,13388,7726,15550,16788,10326,"Hybrid Saiyans, Future Saga, Full Power, Time Travelers, Vegeta's Family, Super Saiyans, Androids-Cell Saga, Bond of Master and Disciple, Rapid Growth, Saviors, Connected Hope, Heavenly Events, Mastered Evolution, Entrusted Will, Power Beyond Super Saiyan, Earth-Bred Fighters",1978,https://dbz-dokkanbattle.fandom.com/wiki/Confident_of_Victory_Super_Trunks
Confrontation with Unknown Enemies Super Saiyan Vegeta (Xeno),UR,Super,INT,2021-11-25,2021-11-25,na,na,No,No,11480,10840,6990,14480,13840,9990,na,na,na,na,na,na,"Pure Saiyans, Time Travelers, Vegeta's Family, Super Saiyans, Worthy Rivals, Dragon Ball Heroes, Crossover, Gifted Warriors, Defenders of Justice, Bond of Parent and Child",12331,https://dbz-dokkanbattle.fandom.com/wiki/Confrontation_with_Unknown_Enemies_Super_Saiyan_Vegeta_(Xeno)
Convergent Fury Super Trunks,UR,Super,PHY,2017-05-25,2016-12-28,2022-01-17,2021-08-05,Yes,Yes,11021,10169,6439,14421,13169,9039,13882,12760,7847,17282,15760,10447,"Hybrid Saiyans, Future Saga, Full Power, Time Travelers, Vegeta's Family, Super Saiyans, Androids-Cell Saga, Bond of Master and Disciple, Rapid Growth, Saviors, Connected Hope, Heavenly Events, Mastered Evolution, Entrusted Will, Power Beyond Super Saiyan, Earth-Bred Fighters",1977,https://dbz-dokkanbattle.fandom.com/wiki/Convergent_Fury_Super_Trunks
Coordination in Ruffling up the Battlefield Amond & Rasin,UR,Extreme,INT,na,2023-05-31,na,na,No,No,13528,9195,8014,16528,12195,11014,na,na,na,na,na,na,"Joined Forces, Terrifying Conquerors, Space-Traveling Warriors, Planetary Destruction",12677,https://dbz-dokkanbattle.fandom.com/wiki/Coordination_in_Ruffling_up_the_Battlefield_Amond_%26_Rasin
Corroding Menace Super Baby 1,UR,Extreme,AGL,2017-07-12,2017-02-07,na,na,No,No,9515,8814,5650,11075,10614,7690,na,na,na,na,na,na,"Transformation Boost, Artificial Life Forms, Terrifying Conquerors, Target: Goku, Revenge, Inhuman Deeds, Space-Traveling Warriors, Corroded Body and Mind, GT Bosses",1602,https://dbz-dokkanbattle.fandom.com/wiki/Corroding_Menace_Super_Baby_1
Countdown to Despair Majin Buu (Ultimate Gohan),UR,Extreme,INT,2017-01-01,2016-09-01,2019-10-14,2019-06-06,Yes,Yes,12017,11181,5999,15017,14181,8999,14532,13876,7056,17532,16876,10056,"Majin Buu Saga, Transformation Boost, Artificial Life Forms, Kamehameha (Category), Final Trump Card, Majin Power, Power Absorption, Sworn Enemies, Worldwide Chaos",1809,https://dbz-dokkanbattle.fandom.com/wiki/Countdown_to_Despair_Majin_Buu_(Ultimate_Gohan)
Counterattack of Light Super Saiyan Trunks (Teen),UR,Super,STR,2021-03-18,2021-03-18,na,na,No,No,11042,10890,7289,14042,14290,9889,na,na,na,na,na,na,"Hybrid Saiyans, Future Saga, Time Travelers, Movie Heroes, Vegeta's Family, Super Saiyans, Bond of Master and Disciple, Battle of Wits, Entrusted Will, Earth-Bred Fighters",12172,https://dbz-dokkanbattle.fandom.com/wiki/Counterattack_of_Light_Super_Saiyan_Trunks_(Teen)
